year,id,references,title,abstract,authors,journal-ref,group_name,group_name_uq
2007,math/0401221,28,Generalized complex geometry,"  Generalized complex geometry, as developed by Hitchin, contains complex and
symplectic geometry as its extremal special cases. In this thesis, we explore
novel phenomena exhibited by this geometry, such as the natural action of a
B-field. We provide new examples, including some on manifolds admitting no
known complex or symplectic structure. We prove a generalized Darboux theorem
which yields a local normal form for the geometry. We show that there is an
elliptic deformation theory and establish the existence of a Kuranishi moduli
space.
  We then define the concept of a generalized Kahler manifold. We prove that
generalized Kahler geometry is equivalent to a bi-Hermitian geometry with
torsion first discovered by physicists. We then use this result to solve an
outstanding problem in 4-dimensional bi-Hermitian geometry: we prove that there
exists a Riemannian metric on the complex projective plane which admits exactly
two distinct Hermitian complex structures with equal orientation.
  Finally, we introduce the concept of generalized complex submanifold, and
show that such sub-objects correspond to D-branes in the topological A- and
B-models of string theory.
",Marco Gualtieri,,Mathematics,Mathematics
2006,math/0303109,27,Ricci flow with surgery on three-manifolds,"  This is a technical paper, which is a continuation of math.DG/0211159. Here
we construct Ricci flow with surgeries and verify most of the assertions, made
in section 13 of that e-print; the exceptions are (1) the statement that
manifolds that can collapse with local lower bound on sectional curvature are
graph manifolds - this is deferred to a separate paper, since the proof has
nothing to do with the Ricci flow, and (2) the claim on the lower bound for the
volume of maximal horns and the smoothness of solutions from some time on,
which turned out to be unjustified and, on the other hand, irrelevant for the
other conclusions.
",Grisha Perelman,,Mathematics,Mathematics
2007,math/0303109,40,Ricci flow with surgery on three-manifolds,"  This is a technical paper, which is a continuation of math.DG/0211159. Here
we construct Ricci flow with surgeries and verify most of the assertions, made
in section 13 of that e-print; the exceptions are (1) the statement that
manifolds that can collapse with local lower bound on sectional curvature are
graph manifolds - this is deferred to a separate paper, since the proof has
nothing to do with the Ricci flow, and (2) the claim on the lower bound for the
volume of maximal horns and the smoothness of solutions from some time on,
which turned out to be unjustified and, on the other hand, irrelevant for the
other conclusions.
",Grisha Perelman,,Mathematics,Mathematics
2008,math/0303109,38,Ricci flow with surgery on three-manifolds,"  This is a technical paper, which is a continuation of math.DG/0211159. Here
we construct Ricci flow with surgeries and verify most of the assertions, made
in section 13 of that e-print; the exceptions are (1) the statement that
manifolds that can collapse with local lower bound on sectional curvature are
graph manifolds - this is deferred to a separate paper, since the proof has
nothing to do with the Ricci flow, and (2) the claim on the lower bound for the
volume of maximal horns and the smoothness of solutions from some time on,
which turned out to be unjustified and, on the other hand, irrelevant for the
other conclusions.
",Grisha Perelman,,Mathematics,Mathematics
2009,math/0303109,27,Ricci flow with surgery on three-manifolds,"  This is a technical paper, which is a continuation of math.DG/0211159. Here
we construct Ricci flow with surgeries and verify most of the assertions, made
in section 13 of that e-print; the exceptions are (1) the statement that
manifolds that can collapse with local lower bound on sectional curvature are
graph manifolds - this is deferred to a separate paper, since the proof has
nothing to do with the Ricci flow, and (2) the claim on the lower bound for the
volume of maximal horns and the smoothness of solutions from some time on,
which turned out to be unjustified and, on the other hand, irrelevant for the
other conclusions.
",Grisha Perelman,,Mathematics,Mathematics
2010,math/0303109,44,Ricci flow with surgery on three-manifolds,"  This is a technical paper, which is a continuation of math.DG/0211159. Here
we construct Ricci flow with surgeries and verify most of the assertions, made
in section 13 of that e-print; the exceptions are (1) the statement that
manifolds that can collapse with local lower bound on sectional curvature are
graph manifolds - this is deferred to a separate paper, since the proof has
nothing to do with the Ricci flow, and (2) the claim on the lower bound for the
volume of maximal horns and the smoothness of solutions from some time on,
which turned out to be unjustified and, on the other hand, irrelevant for the
other conclusions.
",Grisha Perelman,,Mathematics,Mathematics
2012,math/0303109,36,Ricci flow with surgery on three-manifolds,"  This is a technical paper, which is a continuation of math.DG/0211159. Here
we construct Ricci flow with surgeries and verify most of the assertions, made
in section 13 of that e-print; the exceptions are (1) the statement that
manifolds that can collapse with local lower bound on sectional curvature are
graph manifolds - this is deferred to a separate paper, since the proof has
nothing to do with the Ricci flow, and (2) the claim on the lower bound for the
volume of maximal horns and the smoothness of solutions from some time on,
which turned out to be unjustified and, on the other hand, irrelevant for the
other conclusions.
",Grisha Perelman,,Mathematics,Mathematics
2014,math/0303109,39,Ricci flow with surgery on three-manifolds,"  This is a technical paper, which is a continuation of math.DG/0211159. Here
we construct Ricci flow with surgeries and verify most of the assertions, made
in section 13 of that e-print; the exceptions are (1) the statement that
manifolds that can collapse with local lower bound on sectional curvature are
graph manifolds - this is deferred to a separate paper, since the proof has
nothing to do with the Ricci flow, and (2) the claim on the lower bound for the
volume of maximal horns and the smoothness of solutions from some time on,
which turned out to be unjustified and, on the other hand, irrelevant for the
other conclusions.
",Grisha Perelman,,Mathematics,Mathematics
2008,math/0610203,35,Existence of minimal models for varieties of log general type,"  We prove that the canonical ring of a smooth projective variety is finitely
generated.
","Caucher Birkar, Paolo Cascini, Christopher D. Hacon, James McKernan",,Mathematics,Mathematics
2009,0811.2435,42,"Stability structures, motivic Donaldson-Thomas invariants and cluster
  transformations","  We define new invariants of 3d Calabi-Yau categories endowed with a stability
structure. Intuitively, they count the number of semistable objects with fixed
class in the K-theory of the category (""number of BPS states with given charge""
in physics language). Formally, our motivic DT-invariants are elements of
quantum tori over a version of the Grothendieck ring of varieties over the
ground field. Via the quasi-classical limit ""as the motive of affine line
approaches to 1"" we obtain numerical DT-invariants which are closely related to
those introduced by Behrend. We study some properties of both motivic and
numerical DT-invariants including the wall-crossing formulas and integrality.
We discuss the relationship with the mathematical works (in the
non-triangulated case) of Joyce, Bridgeland and Toledano-Laredo, as well as
with works of physicists on Seiberg-Witten model (string junctions),
classification of N=2 supersymmetric theories (Cecotti-Vafa) and structure of
the moduli space of vector multiplets. Relating the theory of 3d Calabi-Yau
categories with distinguished set of generators (called cluster collection)
with the theory of quivers with potential we found the connection with cluster
transformations and cluster varieties (both classical and quantum).
","Maxim Kontsevich, Yan Soibelman",,Mathematics,Mathematics
2010,0811.2435,35,"Stability structures, motivic Donaldson-Thomas invariants and cluster
  transformations","  We define new invariants of 3d Calabi-Yau categories endowed with a stability
structure. Intuitively, they count the number of semistable objects with fixed
class in the K-theory of the category (""number of BPS states with given charge""
in physics language). Formally, our motivic DT-invariants are elements of
quantum tori over a version of the Grothendieck ring of varieties over the
ground field. Via the quasi-classical limit ""as the motive of affine line
approaches to 1"" we obtain numerical DT-invariants which are closely related to
those introduced by Behrend. We study some properties of both motivic and
numerical DT-invariants including the wall-crossing formulas and integrality.
We discuss the relationship with the mathematical works (in the
non-triangulated case) of Joyce, Bridgeland and Toledano-Laredo, as well as
with works of physicists on Seiberg-Witten model (string junctions),
classification of N=2 supersymmetric theories (Cecotti-Vafa) and structure of
the moduli space of vector multiplets. Relating the theory of 3d Calabi-Yau
categories with distinguished set of generators (called cluster collection)
with the theory of quivers with potential we found the connection with cluster
transformations and cluster varieties (both classical and quantum).
","Maxim Kontsevich, Yan Soibelman",,Mathematics,Mathematics
2011,0811.2435,49,"Stability structures, motivic Donaldson-Thomas invariants and cluster
  transformations","  We define new invariants of 3d Calabi-Yau categories endowed with a stability
structure. Intuitively, they count the number of semistable objects with fixed
class in the K-theory of the category (""number of BPS states with given charge""
in physics language). Formally, our motivic DT-invariants are elements of
quantum tori over a version of the Grothendieck ring of varieties over the
ground field. Via the quasi-classical limit ""as the motive of affine line
approaches to 1"" we obtain numerical DT-invariants which are closely related to
those introduced by Behrend. We study some properties of both motivic and
numerical DT-invariants including the wall-crossing formulas and integrality.
We discuss the relationship with the mathematical works (in the
non-triangulated case) of Joyce, Bridgeland and Toledano-Laredo, as well as
with works of physicists on Seiberg-Witten model (string junctions),
classification of N=2 supersymmetric theories (Cecotti-Vafa) and structure of
the moduli space of vector multiplets. Relating the theory of 3d Calabi-Yau
categories with distinguished set of generators (called cluster collection)
with the theory of quivers with potential we found the connection with cluster
transformations and cluster varieties (both classical and quantum).
","Maxim Kontsevich, Yan Soibelman",,Mathematics,Mathematics
2012,0811.2435,35,"Stability structures, motivic Donaldson-Thomas invariants and cluster
  transformations","  We define new invariants of 3d Calabi-Yau categories endowed with a stability
structure. Intuitively, they count the number of semistable objects with fixed
class in the K-theory of the category (""number of BPS states with given charge""
in physics language). Formally, our motivic DT-invariants are elements of
quantum tori over a version of the Grothendieck ring of varieties over the
ground field. Via the quasi-classical limit ""as the motive of affine line
approaches to 1"" we obtain numerical DT-invariants which are closely related to
those introduced by Behrend. We study some properties of both motivic and
numerical DT-invariants including the wall-crossing formulas and integrality.
We discuss the relationship with the mathematical works (in the
non-triangulated case) of Joyce, Bridgeland and Toledano-Laredo, as well as
with works of physicists on Seiberg-Witten model (string junctions),
classification of N=2 supersymmetric theories (Cecotti-Vafa) and structure of
the moduli space of vector multiplets. Relating the theory of 3d Calabi-Yau
categories with distinguished set of generators (called cluster collection)
with the theory of quivers with potential we found the connection with cluster
transformations and cluster varieties (both classical and quantum).
","Maxim Kontsevich, Yan Soibelman",,Mathematics,Mathematics
2013,0811.2435,40,"Stability structures, motivic Donaldson-Thomas invariants and cluster
  transformations","  We define new invariants of 3d Calabi-Yau categories endowed with a stability
structure. Intuitively, they count the number of semistable objects with fixed
class in the K-theory of the category (""number of BPS states with given charge""
in physics language). Formally, our motivic DT-invariants are elements of
quantum tori over a version of the Grothendieck ring of varieties over the
ground field. Via the quasi-classical limit ""as the motive of affine line
approaches to 1"" we obtain numerical DT-invariants which are closely related to
those introduced by Behrend. We study some properties of both motivic and
numerical DT-invariants including the wall-crossing formulas and integrality.
We discuss the relationship with the mathematical works (in the
non-triangulated case) of Joyce, Bridgeland and Toledano-Laredo, as well as
with works of physicists on Seiberg-Witten model (string junctions),
classification of N=2 supersymmetric theories (Cecotti-Vafa) and structure of
the moduli space of vector multiplets. Relating the theory of 3d Calabi-Yau
categories with distinguished set of generators (called cluster collection)
with the theory of quivers with potential we found the connection with cluster
transformations and cluster varieties (both classical and quantum).
","Maxim Kontsevich, Yan Soibelman",,Mathematics,Mathematics
2016,0811.2435,43,"Stability structures, motivic Donaldson-Thomas invariants and cluster
  transformations","  We define new invariants of 3d Calabi-Yau categories endowed with a stability
structure. Intuitively, they count the number of semistable objects with fixed
class in the K-theory of the category (""number of BPS states with given charge""
in physics language). Formally, our motivic DT-invariants are elements of
quantum tori over a version of the Grothendieck ring of varieties over the
ground field. Via the quasi-classical limit ""as the motive of affine line
approaches to 1"" we obtain numerical DT-invariants which are closely related to
those introduced by Behrend. We study some properties of both motivic and
numerical DT-invariants including the wall-crossing formulas and integrality.
We discuss the relationship with the mathematical works (in the
non-triangulated case) of Joyce, Bridgeland and Toledano-Laredo, as well as
with works of physicists on Seiberg-Witten model (string junctions),
classification of N=2 supersymmetric theories (Cecotti-Vafa) and structure of
the moduli space of vector multiplets. Relating the theory of 3d Calabi-Yau
categories with distinguished set of generators (called cluster collection)
with the theory of quivers with potential we found the connection with cluster
transformations and cluster varieties (both classical and quantum).
","Maxim Kontsevich, Yan Soibelman",,Mathematics,Mathematics
2011,1001.3404,38,Lecture Notes on Network Information Theory,"  These lecture notes have been converted to a book titled Network Information
Theory published recently by Cambridge University Press. This book provides a
significantly expanded exposition of the material in the lecture notes as well
as problems and bibliographic notes at the end of each chapter. The authors are
currently preparing a set of slides based on the book that will be posted in
the second half of 2012. More information about the book can be found at
http://www.cambridge.org/9781107008731/. The previous (and obsolete) version of
the lecture notes can be found at http://arxiv.org/abs/1001.3404v4/.
","Abbas El Gamal, Young-Han Kim",,Mathematics,"Mathematics,Computer Science"
2013,0812.5023,47,2-Kac-Moody algebras,"  We construct a 2-category associated with a Kac-Moody algebra and we study
its 2-representations. This generalizes earlier work with Chuang for type A. We
relate categorifications relying on K_0 properties and 2-representations.
",Raphael Rouquier,,Mathematics,Mathematics
2014,0812.5023,40,2-Kac-Moody algebras,"  We construct a 2-category associated with a Kac-Moody algebra and we study
its 2-representations. This generalizes earlier work with Chuang for type A. We
relate categorifications relying on K_0 properties and 2-representations.
",Raphael Rouquier,,Mathematics,Mathematics
2015,0812.5023,45,2-Kac-Moody algebras,"  We construct a 2-category associated with a Kac-Moody algebra and we study
its 2-representations. This generalizes earlier work with Chuang for type A. We
relate categorifications relying on K_0 properties and 2-representations.
",Raphael Rouquier,,Mathematics,Mathematics
2016,0812.5023,45,2-Kac-Moody algebras,"  We construct a 2-category associated with a Kac-Moody algebra and we study
its 2-representations. This generalizes earlier work with Chuang for type A. We
relate categorifications relying on K_0 properties and 2-representations.
",Raphael Rouquier,,Mathematics,Mathematics
2015,1011.3027,43,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Mathematics,"Mathematics,Statistics"
2017,1011.3027,52,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Mathematics,Mathematics
2018,1011.3027,56,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Mathematics,Mathematics
2019,1011.3027,58,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Mathematics,Mathematics
2020,1011.3027,11,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Mathematics,Mathematics
2017,1412.6980,48,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Mathematics,"Mathematics,Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2018,1412.6980,122,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Mathematics,"Mathematics,Computer Science,Quantitative Biology,Statistics,Quantitative Finance,Electrical Engineering and Systems Science"
2019,1412.6980,203,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Mathematics,"Mathematics,Computer Science,Quantitative Biology,Statistics,Quantitative Finance,Electrical Engineering and Systems Science"
2020,1412.6980,45,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Mathematics,"Physics,Mathematics,Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2000,cs/0010035,14,"Proceedings of the Fourth International Workshop on Automated Debugging
  (AADEBUG 2000)","  Over the past decades automated debugging has seen major achievements.
However, as debugging is by necessity attached to particular programming
paradigms, the results are scattered. The aims of the workshop are to gather
common themes and solutions across programming communities, and to
cross-fertilize ideas. AADEBUG 2000 in Munich follows AADEBUG'93 in Linkoeping,
Sweden; AADEBUG'95 in Saint Malo, France; AADEBUG'97 in Linkoeping, Sweden.
",M. Ducasse (IRISA/INSA de Rennes),,Computer Science,Computer Science
2003,cs/0309027,22,"Proceedings of the Fifth International Workshop on Automated Debugging
  (AADEBUG 2003)","  Over the past decades automated debugging has seen major achievements.
However, as debugging is by necessity attached to particular programming
paradigms, the results are scattered. To alleviate this problem, the Automated
and Algorithmic Debugging workshop (AADEBUG for short) was organised in 1993 in
Link""oping (Sweden). As this workshop proved to be successful, subsequent
workshops have been organised in 1995 (Saint-Malo, France), 1997 (again in
Link""oping, Sweden) and 2000 (Munich, Germany). In 2003, the workshop is
organised in Ghent, Belgium, the proceedings of which you are reading right
now.
",Michiel Ronsse and Koen De Bosschere,,Computer Science,Computer Science
2004,math/0312397,16,"On Simple Characterisations of Sheffer psi- polynomials and Related
  Propositions of the Calculus of Sequences","  A calculus of sequences started in 1936 opened the way for future extensions
of umbral calculus in its finite operator form. Because of historically
established notation we call it the psi-calculus.It appears in parts to be
almost automatic extension of the standard classical finite operator calculus.
",A. K. Kwasniewski,"Bull. Soc. Sci. Lett. Lodz Ser. Rech. Deform. 52, Ser. Rech.
  Deform. 36 (2002) pp.45-65",Computer Science,"Mathematics,Computer Science"
2004,math/0402078,11,Towards psi-extension of Rota`s Finite Operator Calculus,"  A class of extended umbral calculi in operator form is presented. Extensions
of all basic theorems of classical Finite Operator Calculus are shown to hold.
The impossibility of straightforward extending of quantum q-plane formulation
of the q-umbral caculus to the general psi-calculus case is demonstrated.
",A. K. Kwasniewski,Reports on Mathematical Physics Vol. 48 No 3 (2001) : 305-342,Computer Science,Computer Science
2006,cs/0512078,11,"Graph-Cover Decoding and Finite-Length Analysis of Message-Passing
  Iterative Decoding of LDPC Codes","  The goal of the present paper is the derivation of a framework for the
finite-length analysis of message-passing iterative decoding of low-density
parity-check codes. To this end we introduce the concept of graph-cover
decoding. Whereas in maximum-likelihood decoding all codewords in a code are
competing to be the best explanation of the received vector, under graph-cover
decoding all codewords in all finite covers of a Tanner graph representation of
the code are competing to be the best explanation. We are interested in
graph-cover decoding because it is a theoretical tool that can be used to show
connections between linear programming decoding and message-passing iterative
decoding. Namely, on the one hand it turns out that graph-cover decoding is
essentially equivalent to linear programming decoding. On the other hand,
because iterative, locally operating decoding algorithms like message-passing
iterative decoding cannot distinguish the underlying Tanner graph from any
covering graph, graph-cover decoding can serve as a model to explain the
behavior of message-passing iterative decoding. Understanding the behavior of
graph-cover decoding is tantamount to understanding the so-called fundamental
polytope. Therefore, we give some characterizations of this polytope and
explain its relation to earlier concepts that were introduced to understand the
behavior of message-passing iterative decoding for finite-length codes.
",Pascal O. Vontobel and Ralf Koetter,,Computer Science,Computer Science
2011,cs/0512078,13,"Graph-Cover Decoding and Finite-Length Analysis of Message-Passing
  Iterative Decoding of LDPC Codes","  The goal of the present paper is the derivation of a framework for the
finite-length analysis of message-passing iterative decoding of low-density
parity-check codes. To this end we introduce the concept of graph-cover
decoding. Whereas in maximum-likelihood decoding all codewords in a code are
competing to be the best explanation of the received vector, under graph-cover
decoding all codewords in all finite covers of a Tanner graph representation of
the code are competing to be the best explanation. We are interested in
graph-cover decoding because it is a theoretical tool that can be used to show
connections between linear programming decoding and message-passing iterative
decoding. Namely, on the one hand it turns out that graph-cover decoding is
essentially equivalent to linear programming decoding. On the other hand,
because iterative, locally operating decoding algorithms like message-passing
iterative decoding cannot distinguish the underlying Tanner graph from any
covering graph, graph-cover decoding can serve as a model to explain the
behavior of message-passing iterative decoding. Understanding the behavior of
graph-cover decoding is tantamount to understanding the so-called fundamental
polytope. Therefore, we give some characterizations of this polytope and
explain its relation to earlier concepts that were introduced to understand the
behavior of message-passing iterative decoding for finite-length codes.
",Pascal O. Vontobel and Ralf Koetter,,Computer Science,Computer Science
2008,0801.3985,11,Cobweb posets - Recent Results,"  Cobweb posets uniquely represented by directed acyclic graphs are such a
generalization of the Fibonacci tree that allows joint combinatorial
interpretation for all of them under admissibility condition. This
interpretation was derived in the source papers ([6,7] and references therein
to the first author).[7,6,8] include natural enquires to be reported on here.
The purpose of this presentation is to report on the progress in solving
computational problems which are quite easily formulated for the new class of
directed acyclic graphs interpreted as Hasse diagrams. The problems posed there
and not yet all solved completely are of crucial importance for the vast class
of new partially ordered sets with joint combinatorial interpretation. These so
called cobweb posets - are relatives of Fibonacci tree and are labeled by
specific number sequences - natural numbers sequence and Fibonacci sequence
included. The cobweb posets might be identified with a chain of di-bicliques
i.e. by definition - a chain of complete bipartite one direction digraphs [6].
Any chain of relations is therefore obtainable from the cobweb poset chain of
complete relations via deleting arcs in di-bicliques of the complete relations
chain. In particular we response to one of those problems [1].
","A. Krzysztof Kwasniewski, M. Dziemianczuk","Adv. Stud. Contemp. Math. volume 16 (2), 2008 (April) pp. 197-218",Computer Science,Computer Science
2008,math/0512578,11,On cobweb posets and their combinatorially admissible sequences,"  The main purpose of this article is to pose three problems which are easy to
be formulated in an elementary way. These problems which are specifically
important also for the new class of partially ordered sets seem to be not yet
solved.
",A. K. Kwasniewski,"Adv. Studies Contemp. Math. Vol. 18 No 1, 2009 17-32",Computer Science,Computer Science
2009,0809.3554,12,"The Approximate Capacity of the Many-to-One and One-to-Many Gaussian
  Interference Channels","  Recently, Etkin, Tse, and Wang found the capacity region of the two-user
Gaussian interference channel to within one bit/s/Hz. A natural goal is to
apply this approach to the Gaussian interference channel with an arbitrary
number of users. We make progress towards this goal by finding the capacity
region of the many-to-one and one-to-many Gaussian interference channels to
within a constant number of bits. The result makes use of a deterministic model
to provide insight into the Gaussian channel. The deterministic model makes
explicit the dimension of signal scale. A central theme emerges: the use of
lattice codes for alignment of interfering signals on the signal scale.
","Guy Bresler, Abhay Parekh, and David Tse",,Computer Science,Computer Science
2010,1001.3404,17,Lecture Notes on Network Information Theory,"  These lecture notes have been converted to a book titled Network Information
Theory published recently by Cambridge University Press. This book provides a
significantly expanded exposition of the material in the lecture notes as well
as problems and bibliographic notes at the end of each chapter. The authors are
currently preparing a set of slides based on the book that will be posted in
the second half of 2012. More information about the book can be found at
http://www.cambridge.org/9781107008731/. The previous (and obsolete) version of
the lecture notes can be found at http://arxiv.org/abs/1001.3404v4/.
","Abbas El Gamal, Young-Han Kim",,Computer Science,Computer Science
2011,1001.3404,38,Lecture Notes on Network Information Theory,"  These lecture notes have been converted to a book titled Network Information
Theory published recently by Cambridge University Press. This book provides a
significantly expanded exposition of the material in the lecture notes as well
as problems and bibliographic notes at the end of each chapter. The authors are
currently preparing a set of slides based on the book that will be posted in
the second half of 2012. More information about the book can be found at
http://www.cambridge.org/9781107008731/. The previous (and obsolete) version of
the lecture notes can be found at http://arxiv.org/abs/1001.3404v4/.
","Abbas El Gamal, Young-Han Kim",,Computer Science,"Mathematics,Computer Science"
2012,1001.3404,28,Lecture Notes on Network Information Theory,"  These lecture notes have been converted to a book titled Network Information
Theory published recently by Cambridge University Press. This book provides a
significantly expanded exposition of the material in the lecture notes as well
as problems and bibliographic notes at the end of each chapter. The authors are
currently preparing a set of slides based on the book that will be posted in
the second half of 2012. More information about the book can be found at
http://www.cambridge.org/9781107008731/. The previous (and obsolete) version of
the lecture notes can be found at http://arxiv.org/abs/1001.3404v4/.
","Abbas El Gamal, Young-Han Kim",,Computer Science,Computer Science
